CoralNet ID,Count,CoralNet Name,Mermaid Name
8353,2,Coscinaraeidae,
790,2,Non-Scleractinian Hard Corals,
9434,2,Pleurostichidium falkenbergii,
9432,2,Electra scuticifera,
9969,2,Steromphala umbilicalis,
9673,2,Catenella caespitosa,
6693,2,seagrass species,
445,2,Porites duerdeni,
454,2,Stenopeltis sp.,
10216,2,Red Bryozoa,
7667,2,Plaxiphora aurata,
8590,2,Solaster regularis,
8694,2,Tosia australis,
8733,2,Ceratosoma brevicaudatum,
6166,2,Callyspongia plicifera,
6611,2,Brown Chrysophyte,Unknown
377,2,Agaricia/Undaria,
4906,2,Bleaching Unknown Hard Coral,
7627,2,Orbicella annularis - outplanted,
6644,2,Porites finger,
6731,2,Rhodactis osculifera,
5852,2,ARMS-Cnidaria other,
9428,2,Amphiroa anceps,
5407,2,Fully Bleached Orbicella Annularis,
7626,2,Acropora palmata - outplanted,
1096,2,"Clam, unidentified",
4404,2,Scinaia spp,Rhodophyta
8073,2,Bleached Eusmilia fastigiata,
3068,2,WatSubLedge,
4947,2,Unknown-4,
6623,2,Reef Star Porites,
5656,2,Reef Star Non-Acropora (branching),
7415,2,Incrustatus comauensis,
202,2,Bleached Acropora tabulate,
7958,2,Hippopodina sp.,
6758,2,Hard Coral_Plating,
3741,2,Sargassum aquifolium,
9981,2,Spirorbidae with yellow tube,
1159,2,"Barnacle, dead",
8604,2,Tyrinna nobilis,
8569,2,Alcyonium jorgei,
8826,2,Porites Old Dead,
1655,2,Non Hermatypic: Millepora,
1816,2,Gracilaria verrucosa,
5957,2,Other Non-Coralline Blue-Green Macroalgae,
5955,2,Mat Blue-Green Macroalgae,Macroalgae
480,2,Ircinia campana,
1428,2,"Thin, Foliose, and Plating bleached",
8827,2,Porites recent dead,
8585,2,Membranipora  isabellana,
6676,2,Madracis decactis - Bleached,
794,2,Mycale laevis,
1555,2,Cyphastrea microphthalma,
2611,2,Halophila hawaiiana,
4536,2,Christmas Tree Worm,
1250,2,Oculina patagonica,
8360,2,Sclerophyllia,
4596,2,Recently Dead Foliose Coral,
7597,2,Scrupocellaria unicornis,
10000,2,Orange sponge with 3D network in relief,
4192,2,Fishes: Bony Fishes,
6733,2,Zoanthus pulchellus,
8671,2,Algae 4A,
10210,2,White Spirorbidae,
10015,2,Beige Tubuliporidae with white split zoids,
1038,2,Mycale grandis,
8704,2,Arbacia lixula,
2952,2,Herdmania,
7870,2,Common Triplefin,
9081,2,Mycetophyllia - bleached,
7030,2,Cliona viridis,
4146,2,Sludge,
1395,2,Ellisella spp.,
2417,2,Echinothrix calamaris,
6674,2,Madracis aurentenra - Bleached,
8061,2,Massive shared >12mm,
8113,2,Alcyonium acaule,
8323,1,Pocillopora molokensis,
3805,1,Zoopilus echinatus,
3644,1,Unk Algae,
2955,1,Poritidae plating,
274,1,Sponges: Massive forms: Mound,
9406,1,Lithothamnion crispatum,
3479,1,Heterocyathus,
6134,1,Coral black parecido com 4,
6204,1,CORAL MORTO,
711,1,Desmarestia viridis,
7959,1,Licornia jolloisii,
4693,1,Ascidia sp.,
4630,1,Calloporidae,
8692,1,Sponge 13,
8845,1,Paragoniastra Plaing,
5876,1,Montipora Encrusting Dead,
8839,1,Montipora Encrusting Fluroescence,
2178,1,Leptastrea purpurea bleached,
5632,1,Dictyopteris delicatula,
6478,1,Cynarina lacrymalis,
6232,1,Caulerpella ambigua,
3404,1,Bleached Lobactis scutaria,
9162,1,Patagonotothen sp,
1551,1,Madracis kirbyi,
385,1,Isophyllia,
288,1,Sponges: Erect forms:  Branching,
7894,1,Agaricia (branching),
6622,1,Reef Star submassive,
7260,1,Halophila,
3242,1,Millepora braziliensis,
6791,1,Dead Favia gravida,
3584,1,Cirripathes sp.,
354,1,Molluscs: Chitons,Other invertebrates
9070,1,Radianthus magnifica,
1476,1,Buccinum undatum,
7967,1,Polycyathus senegalensis,
2036,1,Bleached Pocillopora grandis (eydouxi),
4755,1,Other Floating Debris,
8815,1,Isopora Old Dead,
3579,1,Tricleocarpa,
5696,1,lobster molt,
8746,1,Turf Algae on Recently Dead Lobophyllia,
10258,1,Adeonidae,
10013,1,Red Membraniporidae without frontal calcif,
11154,1,Bleached Madracis senaria,
3301,1,Soft Coral Leathery,
10182,1,Oyster shell trace,
9982,1,Polychaete tube with little debris,
9352,1,Branching_Octocoral Bleached,
5727,1,Non identificable,
10077,1,shrimp larva,
10149,1,Melaraphe neritoides,
4480,1,Acropora nana,
8047,1,Solitary free living other,
8045,1,Solitary isolated and attached,
1823,1,Echinometra oblonga,
1774,1,Dichocoenia stellaris,
9056,1,Gelidium latifolium,
6070,1,Dictyota ciliolata,
397,1,Sintersepta,
8342,1,Porites randalli,
3339,1,Black Nerita - Nerita Atramentosa,
8149,1,Hoplangia durotrix,
8181,1,Serpulorbis arenarius,
7145,1,Protula sp.,
8197,1,Echinodea,
8178,1,Sarcotragus sp,
5390,1,Reptadeonella violacea,
6892,1,Bleached Leathesia marina,
8093,1,Cacospongia scalaris,
491,1,Euherdmania gigantea,
6130,1,Gorgonia Vermelha Bem Fininha,
8349,1,Sea slug,
206,1,Bleached Astreopora,
7062,1,Bunodosoma caissarum,
9400,1,unknown beige pyramid sponge,
2977,1,Hydroides sp,
8584,1,Jellyella sp,
5022,1,Arthropod-1,
537,1,Nudibranch species,
6410,1,Porites australiensis,
4529,1,Trophon geversianus,
7764,1,Nudibranchia 1,
7146,1,Rocellaria dubia,
1470,1,Asterias spp.,
5028,1,Coscinaraea_massive,
5029,1,Cyphastrea_massive,
9087,1,Diplastrella megaestelata,
6877,1,Conocyathus,
6831,1,Ciocalypta cf. penicillus,
9666,1,Red Algae - Epiphyte - Bladed,
9668,1,Red Algae - Branching - >30cm,
7353,1,Anthophycus longifolius,
2614,1,Linckia sp.,
3262,1,Condylactis gigantea,
3865,1,Didemnum molle,
5820,1,Megathura crenulata,
7063,1,Stramonita haemastoma,
1418,1,MASE: Lobophyllia,
1900,1,ARMS-CREP-Corallimorph,
5839,1,ARMS-Oyster,
502,1,Dictyopteris membranacea,
1425,1,TFP: Porites,
6719,1,Millepora sp. - Dead,
3601,1,Coelothrix irregularis,
7551,1,Dead columnar,
1849,1,Mud_silt,
4909,1,Fish: Pomacanthus paru,
2497,1,Bleached Goniastrea,
4425,1,Gelidiella spp.,
4433,1,Lobophora_foliose,
9380,1,piece of brown algae,
4470,1,Bleached Favia sp.,
1845,1,Polychaete_branching,
7229,1,Caulastraea,
4066,1,Fish.,
7526,1,Rebar Structure,
8792,1,Trophon plicatus,
5914,1,ARMS-Platyhelminthes,
5910,1,Fryeella gardneri,
5833,1,ARMS-Biofilm various,
6121,1,Cryptosiphonia sp,
2869,1,Macroalgae: Membraneous: Brown: Petalonia,
579,1,Polyneura latissima,
8489,1,Bleached Desmarestia ligulata,
1707,1,Colpomenia peregrina,
9401,1,fine red filamentous algae patagonia,
9236,1,Primnoella / Convexella,
3200,1,Hydrozoan,
6479,1,Echinomorpha nishihirai,
3128,1,Morula marginalba,
3337,1,Little Blue Periwinkle - Nodilittorina Unifas,
9584,1,Hesperibalanus fallax,
740,1,Styela clava,
10275,1,Beige branching bryozoa,
9590,1,Green tubular algae,
3842,1,Chiton,
8544,1,Amphibalanus reticulatus,
7007,1,Hannia,Unknown
4317,1,Plexauridae,
6839,1,Exaiptasia diaphana,
3234,1,Dead table coral,
1602,1,Hydroids: Feathery Types,
8610,1,Guancha ramosa,
7957,1,Celleporaria sp.,
8874,1,Partially Bleached Montastrea cavernosa,
1163,1,Tripneustes gratilla,
4521,1,Bleached Pocillopora ligulata,
774,1,Bleached Fungia,
9992,1,Aplidium asperum,
10001,1,Remains of Anomia foot,
9342,1,Branching_Octocoral,
3363,1,Heliopora -,
562,1,Dichotomaria,
2091,1,Moseleya,
4978,1,Ascidia-sp-5,
8546,1,Antennella secundaria,
7053,1,Fissurella rosea,
9975,1,Polychaete egg capsules,
3166,1,Corals:Stony Coral:Branching,
11166,1,Clionaidae,
1875,1,ARMS-CREP-Caulerpa spp,
3182,1,coral:sponges,
3093,1,Hard Coral (arborescent),
10079,1,rotifera,
7630,1,Porites porties - outplanted,
7601,1,Paracerceis sculpta,
1466,1,Aplidium glabrum,
3735,1,Aequipecten tehuelchus,
8589,1,Henricia studedri,
7293,1,erythropodium - Dead,
3413,1,Pavona (submassive),
2192,1,Montipora patula tissue loss,
2189,1,Montipora flabellata algal overgrowth,
7424,1,Corallinales 1,
9490,1,Cladophoropsis sp,
4105,1,Junceella,
1519,1,Hiatella arctica,
10357,1,Odonthalia dentata,
4064,1,Nemertea,
9999,1,Encrusting brown sponge with black dots,
